frame_number,object,x1,y1,x2,y2,confidence
197,car,311,304,396,346,0.2784375250339508
197,car,633,308,718,410,0.27242690324783325
197,car,567,308,617,341,0.2695848047733307
198,car,51,321,214,390,0.888091504573822
198,person,858,279,928,478,0.8809939026832581
198,person,1046,265,1101,453,0.8377568125724792
198,person,1094,240,1200,485,0.8237729072570801
198,person,1205,278,1264,457,0.8063528537750244
198,car,286,313,343,354,0.7307069897651672
198,person,21,300,54,420,0.6907423734664917
198,person,778,280,827,417,0.6815729141235352
198,person,697,285,764,472,0.6608436703681946
198,car,567,308,617,342,0.5869315266609192
198,car,144,299,293,369,0.5520742535591125
198,car,640,314,816,421,0.4732401669025421
198,person,1088,246,1132,450,0.4510755240917206
198,person,694,284,763,473,0.41012924909591675
198,car,26,343,104,403,0.30333226919174194
198,car,402,309,447,336,0.27800095081329346
199,car,51,321,214,390,0.883104145526886
199,person,858,279,928,478,0.8825909495353699
199,person,1094,241,1201,484,0.8302424550056458
199,person,1047,265,1102,453,0.8249738216400146
199,person,1207,278,1266,455,0.8087539672851562
199,person,20,300,53,422,0.7464032173156738
199,car,286,312,342,354,0.687903106212616
199,person,778,280,827,417,0.6528605818748474
199,person,700,285,765,472,0.6520211696624756
199,car,567,308,617,342,0.617200493812561
199,person,694,285,763,473,0.5576905608177185
199,car,638,312,815,423,0.5566413402557373
199,car,143,299,293,369,0.5088661313056946
199,person,1091,245,1133,449,0.45397281646728516
199,car,403,309,447,336,0.2744334936141968
200,car,51,321,214,391,0.891067385673523
200,person,858,279,929,478,0.8807979822158813
200,person,1049,265,1105,454,0.8259082436561584
200,person,1097,241,1205,484,0.8230209946632385
200,person,1209,278,1267,460,0.8048772811889648
200,person,20,301,53,422,0.7538407444953918
200,person,776,281,827,418,0.6808021664619446
200,car,286,313,343,354,0.6755443215370178
200,person,701,285,765,473,0.6438709497451782
200,person,694,285,763,472,0.6152452230453491
200,car,639,312,815,423,0.5619675517082214
200,car,567,308,617,342,0.5119069218635559
200,car,143,299,293,369,0.47171103954315186
200,person,1092,245,1135,452,0.36032822728157043
200,car,403,309,447,337,0.2741965651512146
200,car,40,344,102,401,0.25418809056282043
200,car,307,303,379,347,0.25163713097572327
201,car,52,321,214,391,0.8924685120582581
201,person,859,278,930,480,0.8768488764762878
201,person,1096,241,1209,487,0.843453049659729
201,person,1050,264,1108,455,0.8363970518112183
201,person,20,300,53,421,0.7564187049865723
201,person,1211,277,1270,462,0.7270978689193726
201,person,702,285,766,474,0.6790371537208557
201,person,777,280,828,418,0.6723461747169495
201,car,285,312,343,354,0.6583907604217529
201,car,636,310,814,423,0.6183016300201416
201,car,143,299,293,369,0.4805145561695099
201,car,567,309,617,342,0.4787554144859314
201,person,695,286,766,471,0.46038466691970825
201,car,400,309,446,337,0.26638126373291016
201,car,42,344,102,401,0.250341534614563
202,car,52,321,214,391,0.8906740546226501
202,person,860,279,933,480,0.8548790216445923
202,person,1100,240,1212,488,0.8363001942634583
202,person,1051,265,1110,456,0.8338685035705566
202,person,1214,278,1275,461,0.8233458399772644
202,person,19,300,53,421,0.771181046962738
202,car,286,313,344,354,0.7093713283538818
202,person,701,285,767,474,0.7019106149673462
202,person,779,280,830,417,0.6507074236869812
202,car,635,310,813,424,0.6463282108306885
202,car,567,309,618,342,0.5899017453193665
202,car,142,299,293,370,0.4684762954711914
202,car,401,309,446,337,0.2629448175430298
203,car,52,321,214,391,0.8866920471191406
203,person,861,278,936,481,0.878690779209137
203,person,1107,240,1212,492,0.8431379795074463
203,person,1053,265,1111,456,0.8185996413230896
203,person,1216,279,1278,464,0.8103551864624023
203,person,19,300,53,422,0.7832484245300293
203,person,700,285,767,475,0.7053684592247009
203,car,286,313,344,354,0.7018121480941772
203,person,777,280,831,418,0.6895951628684998
203,car,635,310,813,424,0.6832902431488037
203,car,567,309,617,342,0.6295732855796814
203,car,143,299,293,370,0.44036009907722473
203,car,306,303,382,348,0.2687479853630066
204,car,52,321,213,390,0.8878780603408813
204,person,862,278,937,481,0.8777610659599304
204,person,1113,240,1217,490,0.8202944397926331
204,person,19,299,53,422,0.7976692914962769
204,person,1055,264,1116,456,0.786584198474884
204,car,635,308,812,425,0.764509379863739
204,car,287,314,345,354,0.7543225884437561
204,person,1220,278,1279,461,0.7446017861366272
204,person,710,285,769,476,0.6972995400428772
204,person,776,281,832,418,0.6899239420890808
204,car,567,309,618,343,0.6883293390274048
204,car,144,299,293,370,0.4502280652523041
204,car,307,304,380,348,0.2790835201740265
204,car,403,310,448,337,0.2699339687824249
205,car,53,321,215,391,0.8874719142913818
205,person,864,278,940,482,0.8821035623550415
205,person,1058,263,1121,456,0.8499710559844971
205,person,1114,239,1219,490,0.8277669548988342
205,person,19,300,53,422,0.789635419845581
205,car,635,309,809,425,0.7802454829216003
205,person,1225,279,1279,459,0.7614523768424988
205,car,288,313,346,355,0.7454985976219177
205,person,701,285,770,478,0.7403284311294556
205,person,781,280,834,419,0.7318480610847473
205,car,568,309,618,343,0.5962390899658203
205,car,145,299,294,370,0.4339633584022522
205,car,310,305,397,348,0.29626771807670593
206,person,867,278,941,482,0.8807334303855896
206,car,55,322,216,391,0.8744409084320068
206,person,1060,264,1124,458,0.8526073694229126
206,person,1114,240,1224,493,0.8500071167945862
206,person,1230,279,1279,462,0.8019249439239502
206,person,699,284,775,479,0.7959312796592712
206,person,19,301,54,423,0.774791955947876
206,car,637,310,808,425,0.752464771270752
206,person,783,280,835,420,0.7422313094139099
206,car,289,314,347,355,0.7219883799552917
206,car,569,310,619,343,0.6409592628479004
206,person,784,280,827,419,0.549209713935852
206,car,146,299,295,370,0.5035768747329712
206,car,311,304,395,348,0.3001158833503723
207,car,56,322,218,392,0.8889737725257874
207,person,869,279,944,483,0.875507652759552
207,person,1121,241,1228,494,0.840304970741272
207,person,1064,265,1128,460,0.835725724697113
207,person,700,284,775,481,0.8132327198982239
207,car,637,310,811,425,0.7788829207420349
207,person,1234,280,1279,467,0.7711529731750488
207,person,20,301,55,423,0.757884681224823
207,person,781,280,836,421,0.700394868850708
207,car,291,315,349,355,0.694273054599762
207,car,571,310,621,343,0.5618294477462769
207,car,146,300,296,371,0.501642644405365
207,person,782,280,828,419,0.3768504559993744
207,car,310,306,398,348,0.305739164352417
208,car,57,323,220,392,0.8917391300201416
208,person,871,280,947,485,0.8696348071098328
208,person,1124,242,1234,493,0.8495104312896729
208,person,1068,266,1134,460,0.8338701128959656
208,person,708,285,781,482,0.8251519799232483
208,person,783,282,839,421,0.7225990295410156
208,person,20,301,55,424,0.7202645540237427
208,car,644,309,816,425,0.6687480807304382
208,person,1239,282,1279,444,0.6624212861061096
208,car,292,315,352,356,0.6610037088394165
208,car,572,310,622,343,0.6225699186325073
208,car,149,300,298,371,0.5839954018592834
208,car,312,305,395,348,0.45152658224105835
208,person,1121,245,1165,452,0.32703670859336853
208,car,407,304,459,336,0.31882476806640625
208,car,0,337,101,404,0.28168922662734985
209,car,57,323,221,392,0.8930373787879944
209,person,874,280,951,486,0.8586710095405579
209,person,1129,241,1242,496,0.8513777852058411
209,person,720,286,783,484,0.8463835120201111
209,person,1071,264,1136,459,0.8223544359207153
209,person,786,283,841,421,0.7870014905929565
209,car,0,498,53,713,0.7539094090461731
209,person,21,300,56,425,0.679644763469696
209,car,644,308,816,427,0.6777628660202026
209,car,575,310,624,343,0.6307639479637146
209,person,1245,280,1279,433,0.5984793305397034
209,car,293,316,352,356,0.5177927017211914
209,car,151,300,300,371,0.5067769885063171
209,car,314,305,397,348,0.47132232785224915
209,person,1125,245,1170,454,0.33038678765296936
209,car,0,338,102,404,0.31604909896850586
209,car,405,310,451,339,0.282876193523407
209,car,407,307,458,337,0.2663734555244446
210,person,725,286,787,485,0.8835631012916565
210,car,60,322,222,392,0.8753421902656555
210,person,1131,242,1244,499,0.8558436632156372
210,person,875,282,955,488,0.8548288345336914
210,car,0,477,90,716,0.8522698879241943
210,person,1075,266,1142,459,0.8102061748504639
210,person,794,283,845,422,0.7860090732574463
210,person,21,301,56,424,0.6929181218147278
210,car,294,316,355,356,0.6571493148803711
210,car,646,308,822,428,0.6549122929573059
210,car,577,310,627,344,0.6075717806816101
210,car,152,301,301,371,0.4986885190010071
210,person,1250,283,1279,406,0.3673980236053467
210,car,318,305,397,349,0.3644392192363739
210,car,0,337,104,404,0.2894740700721741
210,car,368,318,406,343,0.2877325713634491
211,car,60,323,223,393,0.894239068031311
211,person,727,286,788,486,0.8841667175292969
211,car,0,460,123,714,0.8798604607582092
211,person,1136,243,1249,501,0.8708413243293762
211,person,1079,268,1145,459,0.7981455326080322
211,person,793,283,847,422,0.7895624041557312
211,person,22,300,57,425,0.6694316864013672
211,car,295,316,357,356,0.6550505757331848
211,car,580,311,628,344,0.6045278906822205
211,car,652,308,826,427,0.5970389246940613
211,person,878,282,955,489,0.5214245319366455
211,car,319,306,400,349,0.4685729146003723
211,car,152,301,302,372,0.45137909054756165
211,car,0,335,106,404,0.33882367610931396
211,person,1256,286,1279,376,0.3158448338508606
211,person,1142,246,1178,309,0.3101860284805298
211,person,21,301,58,418,0.26359793543815613
211,car,368,318,406,344,0.2583867609500885
212,car,0,439,151,702,0.9226696491241455
212,car,62,322,225,394,0.8807180523872375
212,person,1143,242,1254,500,0.8505913019180298
212,person,723,287,789,486,0.8498920798301697
212,person,1082,268,1148,460,0.8040869235992432
212,person,23,303,59,423,0.7661604285240173
212,person,881,282,958,489,0.7045878171920776
212,person,798,284,850,422,0.6773446202278137
212,car,656,306,823,428,0.5984506607055664
212,car,298,312,359,357,0.5435237884521484
212,person,1148,246,1182,309,0.4840673804283142
212,car,153,302,303,372,0.47545215487480164
212,car,584,310,631,343,0.42459723353385925
212,car,318,306,398,349,0.3452855050563812
212,car,0,333,106,403,0.3044501543045044
212,car,579,310,630,344,0.2943464517593384
212,car,370,318,408,344,0.27547165751457214
213,car,0,411,177,700,0.8980567455291748
213,person,885,283,960,491,0.8956931829452515
213,car,64,322,226,394,0.8813352584838867
213,person,727,287,790,487,0.8569129705429077
213,person,1147,242,1259,502,0.8492789268493652
213,person,1086,268,1154,463,0.8176674842834473
213,person,25,302,60,423,0.7986847162246704
213,person,800,284,853,424,0.7662509083747864
213,car,655,307,834,429,0.5821077227592468
213,car,585,311,632,343,0.5774194002151489
213,car,299,312,361,357,0.5293022990226746
213,car,156,302,306,373,0.45054489374160767
213,car,319,306,399,349,0.34946051239967346
213,car,0,334,109,403,0.3227192759513855
213,person,1153,246,1189,307,0.2607269585132599
214,car,0,384,200,702,0.9164305925369263
214,person,887,283,966,493,0.898608922958374
214,person,1151,243,1267,505,0.8733898997306824
214,person,26,303,61,412,0.8704929351806641
214,car,64,322,227,394,0.8608685731887817
214,person,1089,267,1159,467,0.8362385034561157
214,person,727,288,792,489,0.8310110569000244
214,person,804,284,855,425,0.7928773760795593
214,car,654,307,844,431,0.6649224162101746
214,car,301,312,362,358,0.5583471655845642
214,car,587,312,634,344,0.5547809600830078
214,car,156,302,308,373,0.4753938615322113
214,car,321,306,405,349,0.35638609528541565
214,car,54,344,114,406,0.3376937210559845
214,car,371,317,412,345,0.33232641220092773
214,person,1157,246,1193,304,0.3256380259990692
214,car,0,336,111,405,0.32225552201271057
214,person,804,285,848,425,0.2534847855567932
215,car,0,362,221,702,0.9280754923820496
215,person,890,284,971,494,0.8802834153175354
215,person,1156,242,1276,507,0.8706808686256409
215,car,67,323,228,394,0.8691920638084412
215,person,1093,268,1164,468,0.8457215428352356
215,person,724,288,795,491,0.8195301294326782
215,person,807,285,858,428,0.7765432000160217
215,car,653,309,843,433,0.6808593273162842
215,car,303,314,363,358,0.6724267601966858
215,car,588,311,635,344,0.6263117790222168
215,car,159,302,310,373,0.584886908531189
215,person,28,302,63,388,0.5079880356788635
215,car,326,306,401,349,0.32757648825645447
215,person,1163,246,1198,306,0.30524492263793945
215,car,331,308,404,348,0.28419727087020874
215,car,3,322,114,393,0.2783811390399933
216,car,0,340,241,702,0.9234963655471802
216,person,893,284,971,496,0.8912124037742615
216,person,1165,242,1279,507,0.8874592185020447
216,person,1098,269,1169,468,0.8478642106056213
216,car,305,313,364,358,0.7270297408103943
216,person,725,291,796,491,0.7193993926048279
216,person,809,286,860,428,0.7144263386726379
216,person,29,302,65,365,0.6732836365699768
216,car,587,311,636,345,0.6177272796630859
216,car,654,310,838,434,0.6076049208641052
216,car,164,301,312,373,0.49971264600753784
216,car,332,308,405,348,0.46058666706085205
216,car,68,324,229,393,0.4310441017150879
216,car,21,343,116,389,0.3060140907764435
216,car,3,324,117,390,0.2919052839279175
216,person,808,286,851,424,0.29090026021003723
216,car,656,310,815,432,0.25409814715385437
217,car,0,333,258,702,0.9376857280731201
217,car,72,323,234,393,0.893237829208374
217,person,897,284,976,497,0.892819881439209
217,person,1167,242,1279,510,0.8912510275840759
217,person,1102,268,1174,469,0.836193323135376
217,person,810,286,863,429,0.6897547841072083
217,person,732,290,801,491,0.6708815693855286
217,car,591,311,638,345,0.6468866467475891
217,car,653,311,839,434,0.6264663934707642
217,person,33,303,67,348,0.564692497253418
217,car,654,311,749,432,0.37129923701286316
217,car,164,301,315,373,0.3130733370780945
217,car,337,308,403,349,0.3124428689479828
217,car,653,310,820,433,0.3042868971824646
217,person,1174,246,1208,306,0.28091931343078613
217,car,308,314,372,358,0.2583584785461426
218,car,0,329,276,711,0.9468814134597778
218,person,901,283,980,496,0.8887606263160706
218,person,1172,241,1279,511,0.874908983707428
218,car,99,321,237,392,0.8478302359580994
218,person,1107,268,1178,470,0.8178269267082214
218,person,736,288,802,491,0.7720701098442078
218,person,810,286,865,429,0.7445580363273621
218,car,590,312,641,345,0.6582953929901123
218,car,310,312,377,358,0.6484405398368835
218,car,656,310,751,433,0.5164276361465454
218,car,337,308,404,350,0.47062256932258606
218,car,654,310,837,435,0.45297971367836
218,person,33,305,67,338,0.44355687499046326
218,car,167,302,317,373,0.3846348822116852
218,car,382,319,422,346,0.32488152384757996
218,person,1180,245,1214,305,0.31501469016075134
219,car,0,326,293,714,0.9538761377334595
219,person,904,283,985,498,0.8778380155563354
219,person,1175,241,1279,513,0.856441080570221
219,car,103,322,238,387,0.8346503376960754
219,person,814,286,868,429,0.8317077159881592
219,person,735,287,807,492,0.8256735801696777
219,person,1111,268,1184,471,0.8250682353973389
219,car,591,312,646,345,0.714597761631012
219,car,657,310,835,434,0.7110449075698853
219,car,311,311,377,358,0.7064045667648315
219,car,337,308,405,349,0.45514658093452454
219,car,659,311,753,432,0.43102777004241943
219,car,171,302,319,373,0.3524293601512909
219,person,35,307,74,332,0.26700472831726074
219,car,383,318,418,347,0.2597786784172058
219,car,432,308,479,340,0.2547276020050049
220,car,0,326,307,712,0.9577636122703552
220,person,1182,241,1279,512,0.8695676922798157
220,person,907,283,987,498,0.8633610010147095
220,person,739,288,810,493,0.8519678115844727
220,person,1116,268,1192,471,0.825112521648407
220,person,815,285,872,429,0.8056743741035461
220,car,659,309,838,434,0.7373933792114258
220,car,315,311,378,358,0.6640814542770386
220,car,116,322,242,377,0.5998408198356628
220,car,593,312,649,345,0.5971022844314575
220,car,599,312,649,345,0.4560708999633789
220,car,174,302,321,374,0.3897985517978668
220,car,121,322,242,375,0.3788500428199768
220,person,1190,244,1225,307,0.3093774914741516
220,car,435,310,482,341,0.2912178337574005
220,car,661,311,758,432,0.27748993039131165
221,car,0,323,320,703,0.9590353965759277
221,person,911,282,989,499,0.8692588806152344
221,person,1121,266,1196,472,0.8639965057373047
221,person,735,292,809,494,0.8421650528907776
221,person,1189,239,1279,516,0.8291560411453247
221,person,820,285,877,429,0.777580738067627
221,car,663,311,839,434,0.7080053091049194
221,car,317,311,381,359,0.6564050316810608
221,car,600,312,651,346,0.5574938058853149
221,person,1188,244,1236,439,0.35533902049064636
221,car,176,302,323,373,0.3489242494106293
221,car,387,319,428,347,0.3032292425632477
221,car,343,307,418,350,0.29431840777397156
221,car,664,311,760,433,0.28790202736854553
221,person,1196,244,1232,309,0.2668108642101288
222,car,1,322,335,680,0.9580106735229492
222,person,1192,239,1279,519,0.9065189361572266
222,person,916,282,995,500,0.8910598158836365
222,person,737,293,811,495,0.8675164580345154
222,person,1127,267,1202,473,0.8559136986732483
222,person,824,285,879,428,0.7964246869087219
222,car,603,312,654,346,0.6932362914085388
222,car,321,313,382,359,0.6898835301399231
222,car,668,313,841,434,0.674199640750885
222,car,349,308,419,349,0.479081392288208
222,car,180,302,327,373,0.40317028760910034
222,car,437,315,470,343,0.3977213501930237
222,car,668,312,761,432,0.2781082093715668
223,car,0,321,347,660,0.9520571827888489
223,person,1195,240,1279,522,0.8920879364013672
223,person,920,282,1001,501,0.8902298212051392
223,person,742,291,814,494,0.8758978843688965
223,person,1132,267,1208,472,0.8434501886367798
223,person,826,285,885,429,0.7921857237815857
223,car,604,312,655,346,0.6018407344818115
223,car,672,313,841,434,0.556096613407135
223,car,181,303,331,372,0.431355744600296
223,car,349,308,419,350,0.40220150351524353
223,car,439,315,471,343,0.3670610785484314
223,car,340,307,419,353,0.3240439295768738
223,car,324,313,394,358,0.3145925998687744
223,car,673,313,846,434,0.288375586271286
223,car,402,318,438,346,0.28615713119506836
223,person,1210,243,1244,306,0.28255391120910645
224,car,0,321,362,651,0.9519690871238708
224,person,1206,241,1279,522,0.9046832919120789
224,person,924,283,1005,502,0.886245608329773
224,person,744,290,816,496,0.8577643036842346
224,person,1137,266,1212,474,0.8268382549285889
224,car,679,312,848,432,0.7634705305099487
224,person,833,287,890,430,0.7368942499160767
224,car,610,313,658,346,0.5633513927459717
224,car,326,308,404,359,0.5480788946151733
224,car,185,303,334,370,0.35485222935676575
224,car,441,304,496,342,0.3000669777393341
225,car,0,322,373,631,0.9602632522583008
225,person,929,283,1011,503,0.8821984529495239
225,person,744,290,819,500,0.8811617493629456
225,person,1209,241,1279,522,0.872538685798645
225,person,1144,268,1221,477,0.8263722658157349
225,person,835,286,894,431,0.7874142527580261
225,car,679,311,849,434,0.7020034790039062
225,car,615,313,662,345,0.6367883682250977
225,car,332,313,396,359,0.39890256524086
225,car,342,307,434,352,0.3512949049472809
225,car,189,303,338,366,0.34475523233413696
225,car,609,313,662,346,0.342708945274353
225,car,676,311,772,429,0.3141220510005951
225,car,450,310,498,342,0.2644546329975128
225,car,524,303,559,331,0.2606005370616913
226,car,0,323,382,610,0.9528054594993591
226,person,934,283,1020,505,0.8888047933578491
226,person,1220,242,1279,518,0.868046224117279
226,person,751,291,827,501,0.8632450699806213
226,person,1150,266,1227,477,0.8518427014350891
226,person,841,287,896,432,0.7705115675926208
226,car,680,311,859,436,0.7278556823730469
226,car,618,313,666,347,0.6309292912483215
226,car,194,303,340,358,0.5364165902137756
226,car,351,307,434,353,0.48096132278442383
226,car,528,309,564,332,0.31171172857284546
226,car,335,314,396,360,0.29841768741607666
226,car,452,307,508,340,0.2840706408023834
226,car,679,311,774,434,0.2720522880554199
227,car,0,322,395,597,0.9490042328834534
227,person,1228,242,1279,517,0.8722285032272339
227,person,938,285,1021,507,0.8615322113037109
227,person,758,298,829,502,0.8599170446395874
227,person,1156,266,1235,478,0.8580679893493652
227,person,844,287,901,430,0.7990025281906128
227,car,681,314,863,438,0.7175177335739136
227,car,622,314,670,347,0.6977277994155884
227,car,338,314,398,360,0.49003344774246216
227,car,346,308,430,353,0.47529032826423645
227,car,196,303,345,358,0.4454490840435028
227,car,340,321,398,360,0.30622240900993347
227,car,451,313,483,343,0.28722909092903137
227,car,532,308,570,332,0.25302430987358093
228,car,0,323,407,581,0.9496030211448669
228,person,1164,268,1243,480,0.8139377236366272
228,person,762,296,834,502,0.8104376196861267
228,person,944,284,1029,510,0.8041418790817261
228,person,851,288,908,432,0.7977867722511292
228,person,1237,243,1279,512,0.7409078478813171
228,car,683,313,869,439,0.6863141059875488
228,person,1235,247,1279,519,0.6218358278274536
228,car,626,313,672,347,0.5888941287994385
228,car,459,303,509,342,0.4622250497341156
228,car,202,303,348,357,0.37360909581184387
228,person,0,315,16,365,0.35407087206840515
228,car,361,308,427,355,0.3247354328632355
228,car,369,308,429,351,0.3240942656993866
228,car,414,318,453,348,0.29254820942878723
228,car,538,307,570,332,0.26787468791007996
228,car,342,312,405,359,0.26645660400390625
229,car,0,324,417,569,0.9483261704444885
229,person,950,285,1036,511,0.9027709364891052
229,person,1171,270,1252,484,0.8310601115226746
229,person,766,300,838,504,0.8211394548416138
229,car,690,314,872,439,0.8023408055305481
229,person,854,288,912,434,0.7975834608078003
229,car,629,314,676,347,0.5623745322227478
229,person,1243,246,1279,503,0.4643169343471527
229,person,61,308,93,347,0.45122215151786804
229,person,1240,250,1279,521,0.4384610950946808
229,car,363,308,447,352,0.43027612566947937
229,person,0,312,21,384,0.40559035539627075
229,car,632,315,677,347,0.37535354495048523
229,car,346,311,412,359,0.3463815152645111
229,car,205,303,351,357,0.31665652990341187
230,car,0,324,430,563,0.9441976547241211
230,person,956,286,1039,512,0.9044129252433777
230,person,1178,271,1258,485,0.8620944023132324
230,person,773,301,842,505,0.8284693360328674
230,car,697,313,876,440,0.7814213037490845
230,person,860,289,917,433,0.7785342335700989
230,car,635,315,681,348,0.6872771382331848
230,person,64,307,99,357,0.6777857542037964
230,car,362,308,450,353,0.5864095091819763
230,person,0,313,24,398,0.5751871466636658
230,person,1249,249,1279,481,0.5036854147911072
230,car,468,316,514,344,0.37572410702705383
230,car,351,316,411,358,0.33683428168296814
230,person,1244,255,1279,501,0.3306737542152405
230,car,205,304,354,332,0.31102290749549866
231,car,1,324,439,552,0.9391653537750244
231,person,962,287,1048,514,0.8852284550666809
231,person,1185,271,1267,487,0.8434008359909058
231,person,772,295,848,508,0.8351100087165833
231,car,701,314,882,441,0.8104038834571838
231,person,868,290,925,435,0.7562069296836853
231,car,640,315,685,349,0.7217081785202026
231,person,68,308,108,375,0.6653984189033508
231,person,0,313,28,523,0.5542458295822144
231,car,216,305,362,334,0.3861492872238159
231,car,370,309,453,352,0.33386701345443726
231,car,18,328,70,404,0.319841593503952
231,person,818,292,858,356,0.2887166738510132
231,car,218,306,360,329,0.2815685272216797
232,car,31,323,454,543,0.9356129169464111
232,person,776,297,853,509,0.8759270310401917
232,person,967,287,1050,516,0.8754235506057739
232,person,1193,272,1277,490,0.8666666746139526
232,person,71,306,111,386,0.7901880741119385
232,car,704,314,895,442,0.764387845993042
232,person,873,290,928,437,0.7513493299484253
232,person,0,301,36,450,0.6608043313026428
232,car,642,316,689,350,0.5980013608932495
232,car,215,305,364,329,0.4050314426422119
232,car,355,309,454,356,0.40478163957595825
232,car,215,306,366,329,0.255757600069046
233,car,63,324,460,536,0.9315261244773865
233,person,975,289,1058,518,0.8688198924064636
233,person,780,297,859,510,0.8533473014831543
233,person,1200,271,1279,490,0.8468154668807983
233,person,75,307,116,394,0.8277423977851868
233,person,877,290,933,437,0.784213125705719
233,person,0,307,41,450,0.7689691781997681
233,car,708,314,897,443,0.6192435622215271
233,car,644,317,693,349,0.5286128520965576
233,car,27,329,83,428,0.4370587170124054
233,car,708,316,811,443,0.35732337832450867
233,car,378,310,463,355,0.35077255964279175
233,car,220,306,367,328,0.29844391345977783
233,car,0,326,83,428,0.28612035512924194
234,car,94,323,471,528,0.9241980910301208
234,person,981,288,1067,519,0.9023385047912598
234,person,1209,271,1279,491,0.8782294392585754
234,person,0,303,46,450,0.8498324751853943
234,person,788,294,866,511,0.807291567325592
234,person,883,291,941,437,0.8009630441665649
234,person,79,306,121,430,0.777710497379303
234,car,651,318,698,350,0.6478714942932129
234,car,714,313,898,443,0.6275510787963867
234,car,222,307,371,331,0.3267343044281006
234,car,372,310,465,355,0.3262470066547394
235,car,122,326,481,522,0.9241853952407837
235,person,987,289,1072,521,0.9017294645309448
235,person,1218,271,1279,493,0.8725635409355164
235,person,801,292,875,515,0.8482837677001953
235,person,0,307,52,452,0.8354876041412354
235,person,84,312,126,431,0.8033987283706665
235,person,888,290,946,438,0.7702153325080872
235,car,717,317,905,445,0.6969248056411743
235,car,657,317,703,352,0.6377452611923218
235,car,496,317,538,344,0.35892054438591003
235,car,38,331,95,429,0.3281096816062927
235,car,230,307,379,332,0.32614463567733765
235,car,137,329,229,367,0.2960633933544159
236,car,147,326,492,517,0.9017519354820251
236,person,994,290,1080,523,0.8686104416847229
236,person,804,295,885,516,0.8620756268501282
236,person,1227,274,1279,494,0.8439148664474487
236,person,4,306,57,452,0.8275976777076721
236,person,89,310,130,431,0.7993389964103699
236,person,901,291,955,437,0.6980672478675842
236,car,722,314,908,446,0.6134576797485352
236,car,495,316,544,345,0.48940515518188477
236,car,661,319,708,352,0.4388018250465393
236,car,20,328,183,421,0.42379119992256165
236,car,138,329,255,378,0.3968392610549927
237,car,174,327,502,508,0.9168910980224609
237,person,1000,290,1086,525,0.8771665096282959
237,person,805,296,885,518,0.8363577723503113
237,person,1237,274,1279,494,0.8066868782043457
237,person,93,307,137,432,0.7335308790206909
237,car,664,320,714,353,0.7019400596618652
237,person,902,290,963,443,0.7003746032714844
237,person,9,306,61,451,0.6983053088188171
237,car,728,315,919,446,0.6810136437416077
237,car,144,330,267,384,0.6011475920677185
237,car,4,336,194,428,0.5233116745948792
237,car,399,312,484,353,0.46301496028900146
237,car,497,314,548,347,0.4516964256763458
238,car,195,326,512,504,0.9297569990158081
238,person,1008,288,1098,527,0.9020038843154907
238,person,97,308,142,432,0.7987946271896362
238,person,1246,275,1279,497,0.7741194367408752
238,person,12,306,68,453,0.763961136341095
238,person,906,291,966,444,0.7177149653434753
238,person,815,296,896,516,0.6826376914978027
238,car,0,336,201,432,0.5350449681282043
238,car,737,314,938,448,0.5198594927787781
238,car,671,319,719,353,0.4468994438648224
238,car,153,330,278,391,0.39366650581359863
238,car,499,314,543,346,0.37932929396629333
238,car,736,317,840,448,0.34456005692481995
238,car,134,345,200,413,0.29154837131500244
238,car,55,331,107,429,0.25699761509895325
239,car,220,326,521,499,0.929205596446991
239,person,1016,289,1102,528,0.903247058391571
239,person,23,307,73,453,0.7995415329933167
239,person,825,298,899,520,0.7600321769714355
239,person,916,290,977,444,0.7292519211769104
239,car,158,330,287,393,0.69166100025177
239,car,740,316,935,449,0.6612677574157715
239,person,1254,284,1279,479,0.6366832256317139
239,person,102,309,149,431,0.6102030873298645
239,car,511,317,558,348,0.47552990913391113
239,car,675,318,725,353,0.45952939987182617
239,car,0,336,207,427,0.4490526020526886
239,person,103,308,148,431,0.4127354919910431
239,car,58,346,206,413,0.3002612590789795
239,car,739,319,847,447,0.29657164216041565
239,car,136,349,206,416,0.2828485369682312
240,car,238,326,531,495,0.9201042652130127
240,person,1023,289,1111,530,0.8977811932563782
240,person,30,307,79,455,0.8676589131355286
240,person,108,313,153,433,0.8145045638084412
240,person,828,295,905,522,0.8050323724746704
240,person,921,291,981,443,0.7650958299636841
240,car,744,319,938,452,0.7623190879821777
240,car,681,321,728,354,0.6470077633857727
240,person,0,317,24,458,0.5161731839179993
240,car,168,331,299,395,0.46668365597724915
240,car,172,332,294,395,0.34734705090522766
240,person,1264,316,1279,419,0.2871609330177307
240,person,0,317,28,459,0.2723899185657501
240,car,61,341,211,425,0.2650389075279236
241,car,259,325,541,491,0.9258858561515808
241,person,1030,289,1119,533,0.8798812031745911
241,person,34,308,85,456,0.8541327118873596
241,person,834,299,912,522,0.8503024578094482
241,person,113,310,159,433,0.798092246055603
241,person,935,291,991,438,0.7482618689537048
241,car,752,318,946,453,0.7459195256233215
241,person,0,308,34,460,0.7380316257476807
241,car,172,331,315,400,0.7296356558799744
241,car,70,343,216,429,0.3927302360534668
241,car,687,322,735,355,0.3717525601387024
241,car,153,347,218,415,0.2625325918197632
242,car,280,326,550,486,0.9201521873474121
242,person,1038,289,1127,534,0.886134922504425
242,person,840,296,920,526,0.8436695337295532
